"MONITOR LCD 17"" MPRII MONITORLCD17_MPRIIHP HP HP S7502"
BINOCULO LONGO ALCANCE PRETO C/ MALETA BINOCULOLONGOALCANCEPRETOC__MALETACELESTRON CELESTRON SKYMASTER 25X100 PN-1017
GERADOR MOTOR A GASOLINA GERADORMOTORAGASOLINATOYAMADOBRASIL TOYAMA DO BRASIL TG12000CXE
MICROCOMPUTADOR PESSOAL NOTEBOOK MICROCOMPUTADORPESSOALNOTEBOOKLENOVO LENOVO THINPAD T400
ANTENA PARABOLICA BR2600N C/ ACESSORIOS ANTENAPARABOLICABR2600NC__ACESSORIOSBR2600N BR2600N 
"KIT PCI DVD KITPCIDVD SEM MARCA XXX, XXXX"
"NOTEBOOK HP, 2GB RAM,320GB HD, LCD 13,3],WEBCAM INT.2MP NOTEBOOKHP 2GBRAM 320GBHD LCD13 3] WEBCAMINT_2MPHP HP 4320S"
SUBMETRALHADORA HK MP5 9MM SUBMETRALHADORA9MM C__CARREGADOREBANDOLEIRA MP-5HK HK MP5
"PERNEIRA ANTI TUMULTO, COM PLACA ANTI IMPACTO,TERMICO,CHAMAS PERNEIRAANTITUMULTO COMPLACAANTIIMPACTO TERMICO CHAMASINASSALT _ATAK IN ASSALT,_ATAK PERNEIRA"
PISTOLA GLOCK G19 9MM PISTOLAC__MIRATRITIUM 02CARREGADORESEACESSORIOSGLOCK GLOCK G19
"CAPACETE ANTI-TUMULTO, COR PRETA,VISEIRA DE 4MM E PROT. NUCA CAPACETEANTI-TUMULTO CORPRETA VISEIRADE4MMEPROT_NUCACDC CDC "
PISTOLA GLOCK G19 9MM PISTOLAG19GEN3C__MIRATRITIUM 03CARREGADORESEACESSORIOSGLOCK GLOCK G19
TRANSMISSOR AUDIO GSM TRANSMISSORAUDIOGSMGTS GTS AGT020
MICRO TRANSM. DIG. CRIPTOGRAFADO E C/ CONTROLE REMOTO MICROTRANSM_DIG_CRIPTOGRAFADOEC__CONTROLEREMOTOGTS GTS AT160
MICRO TRANSMISSOR DIGITAL MICROTRANSMISSORDIGITALGTS GTS AT180
MICRO TRANSMISSOR DIGITAL C/ CONTROLE REMOTO MICROTRANSMISSORDIGITALC__CONTROLEREMOTOGTS GTS AT210
MICRO TRANSMISSOR ANALOGICO AUTONOMO MICROTRANSMISSORANALOGICOAUTONOMOGTS GTS AT280
