CABIDE EM IMBUIA DE PE CABIDEEMIMBUIADEPE SEM MARCA 
MESA EM MADEIRA MESAEMMADEIRA SEM MARCA 
FRIGOBAR FRIGOBARCAP_130LPROSDOCIMO PROSDOCIMO R-13
COFRE COFREISMA ISMA CP-120
COFRE COFREISMA ISMA IP -120
COFRE 200 KGS COFRE200KGSMUG MUG 
FRIGOBAR GELADEIRATIPOFRIGOBAR CAP_120LITROSCONSUL CONSUL 
"GAVETEIRO VOLANTE, 03 GAV. MADEIRA, REVEST. LAMINADO PRETO GAVETEIROVOLANTE 03GAV_MADEIRA REVEST_LAMINADOPRETOALBERFLEX ALBERFLEX GV-03"
FRIGOBAR GELADEIRA120LTSCONSUL CONSUL CRT12CBBNA
"UMIDIFICADOR DE AMBIENTE ULTRASONIC KVH-IR21H ANTIGO E COM DEFEITO



 UMIDIFICADORDEAMBIENTEULTRASONICKVH-IR21HANTIGOECOMDEFEITO     BRASILIA STAR UMIDIFICADOR"
FRIGOBAR FRIGOBARCOMCAP_DE-120LT CORBRANCACONSUL CONSUL CRT12-
FRIGOBAR GELADEIRADOMESTICA CORBRANCA 120LTSCONSUL CONSUL CRT12BNNA
CONEXAO ARREDONDADA CONEXAOARREDONDADAMARTINUCCI MARTINUCCI CONEXAO
"MESA PARA REUNIAO,RETANGULAR,2,70X1,10X0,75M,LOURO CLARO. MESAPARAREUNIAO RETANGULAR 2 70X1 10X0 75M LOUROCLARO_INFORLINE INFORLINE ESPECIAL"
COFRE DE AO COM SEGREDO. COFREDEAOCOMSEGREDO_ SEM MARCA COFRE
"CARRO DE MAO DE 4 RODAS, PARA TRANSP DOCUMENTOS C/3 ANDARES CARRODEMAODE4RODAS PARATRANSPDOCUMENTOSC__3ANDARESRODCAR RODCAR CARRO BAND REF.47"
VENTILADOR DE COLUNA 60CM ALT.REG 120/190CM E 03 VELOCIDADES VENTILADORDECOLUNA60CMALT_REG120__190CME03VELOCIDADESVENTISOL VENTISOL VENTILADOR DE COLUNA
"ESTANTE,COM 06 PRATELEIRAS,LAMINADO,COR MARFIM. ESTANTE COM06PRATELEIRAS LAMINADO CORMARFIM_OFFICEBRASIL OFFICEBRASIL ESTANTE"
REFRIGERADOR REFRIGERADORDOMESTICO_CONSUL CONSUL 120 LTS.
"POLTRONA GIRATORIA,COM RODIZIOS E BRACOS REGULAVEIS POLTRONAGIRATORIA COMRODIZIOSEBRACOSREGULAVEISACCADEMIA ACCADEMIA POLTRONA GIRATORIA"
"ARMARIO DE MADEIRA,COM 02 PORTAS E 02 PRATELEIRAS,COR MARFIM ARMARIODEMADEIRA COM02PORTASE02PRATELEIRAS CORMARFIMOFFICEBRASIL OFFICEBRASIL ARMARIO SEMI ABERTO"
ARMARIO DE MADEIRA COM 02 PORTAS FRONTAIS E PRATELEIRAS. ARMARIODEMADEIRACOM02PORTASFRONTAISEPRATELEIRAS_OFFICEBRASIL OFFICE BRASIL ARMARIO SEMI ABERTO
"SOFA DE 3 LUGARES, COM BRACOS, REVESTIMENTO EM TECIDO AZUL SOFADE3LUGARES COMBRACOS REVESTIMENTOEMTECIDOAZULMADEIRENSE__ATTSA MADEIRENSE/ATTSA SOFA DE ESPERA"
"ARMARIO DE MAD, C/02 PORTAS FRONTAIS E 04 PRAT,COR MARFIM ARMARIODEMAD C__02PORTASFRONTAISE04PRAT CORMARFIMOFFICEBRASIL OFFICEBRASIL ARMARIO ALTO"
"MESA DE REUNIAO EM MAD, MED 1,80,MARFIM MESADEREUNIAOEMMAD MED1 80 MARFIMOFFICEBRASIL OFFICEBRASIL "
GAVETEIRO PEDESTAL GAVETEIROPEDESTALMETALLINEA METALLINEA GAVETEIRO PEDESTAL
ARMARIO SEMI-ABERTO ARMARIOSEMI-ABERTOMETALLINEA METAL LINEA ARMARIO
"ESTACAO DE TRABALHO EM L, EM MADEIRA NA COR MARFIM ESTACAODETRABALHOEML EMMADEIRANACORMARFIMMETALLINEA METALLINEA ESTACAO DE CHEFIA"
MESA DE REUNIAO SEMI OVAL MESADEREUNIAOSEMIOVALMETALLINEA METALLINEA MESA DE REUNIAO
"GAVETEIRO PEDESTAL, COM 4 GAVETAS, EM MADEIRA NA COR MARFIM GAVETEIROPEDESTAL COM4GAVETAS EMMADEIRANACORMARFIMMETALLINEA METALLINEA GAVETEIRO PEDESTAL"
