VITA HOUSE VITAHOUSE SEM MARCA 
"QUADRO BRANCO COM MOLDURA DE ALUMINIO, MEDINDO 2,5 X 1,5 MTS QUADROBRANCOCOMMOLDURADEALUMINIO MEDINDO2 5X1 5MTSXXXX XXXX XXXX"
FRIGOBAR GELADEIRA__FRIGOBAR CORBRANCAPATRICK PATRICK 2150
REFRIGERADOR REFRIGERADORDOMESTICO CORBRANCA 280LITROS_ELETROLUX ELETROLUX 
"ESTANTE P/COLOCACAO DE BARRAS, C/08 LUGARES, VERTICAL ESTANTEP__COLOCACAODEBARRAS C__08LUGARES VERTICAL SEM MARCA "
PARELHO PARA AGACHAMENTO PARELHOPARAAGACHAMENTOVITALLY VITALLY MULTI VITA
ESPALDAR PARA PRATICA DE ALONGAMENTO ESPALDARPARAPRATICADEALONGAMENTOVITALLY VITALLY MULTI VITA
BICICLETA ERGOMETRICA ELETROMAGUINETICA BICICLETAERGOMETRICAELETROMAGUINETICAVITALLY VITALLY MULTI VITA
APARELHO DE TREINAMENTO FISICO ( COXAS/PANTURRILHAS ) APARELHODETREINAMENTOFISICO_COXAS__PANTURRILHAS_VITALLY VITALLY MILENIUM
APARELHO DE TREINAMENTO FISICO COM 12 ESTACOES DE EXERCICIOS APARELHODETREINAMENTOFISICOCOM12ESTACOESDEEXERCICIOSRIGHETTO RIGHETTO AGLOMERADO
ESTEIRA ELETRICA COM MOTOR BLINDADO ESTEIRAELETRICACOMMOTORBLINDADOMOVIMENT MOVIMENT RT 200
"BANCO SCOTT COM ALTUTA 1,29M BANCOSCOTTCOMALTUTA1 29MVITALLY VITALLY MILENIUM"
"ESTABILIZADOR DE TENSAO, BI VOLT, AUTOMATICO. ESTABILIZADORDETENSAO BIVOLT AUTOMATICO_SMS SMS AP PROGRESSIVE"
MICROCOMPUTADOR  MICROCOMPUTADOR SIEMENS 
"ESTABILIZADOR DE TENSAO, BIVOLT, AUTOMATICO ESTABILIZADORDETENSAO BIVOLT AUTOMATICOSMS SMS PROGRESSIVE"
"GAVETEIRO VOLANTE EM  MADEIRA, C/4 GAVETAS, NA COR MARFIM GAVETEIROVOLANTEEMMADEIRA C__4GAVETAS NACORMARFIMMARTINUCCI MARTINUCCI GAVETEIRO VOLANTE"
"GAVETEIRO VOLANTE EM  MADEIRA, C/3 GAVETAS, NA COR MARFIM GAVETEIROVOLANTEEMMADEIRA C__3GAVETAS NACORMARFIMMARTINUCCI MARTINUCCI GAVETEIRO TIPO GAVETAO"
"GAVETEIRO VOLANTE EM MADEIRA, COM 4 GAVETAS, COR MARFIM GAVETEIROVOLANTEEMMADEIRA COM4GAVETAS CORMARFIMMARTINUCCI MARTINUCCI GAVETEIRO VOLANTE"
"ARMARIO BAIXO DE MADEIRA C/2 PORTAS FRONTAIS, NA CO MARFIM ARMARIOBAIXODEMADEIRAC__2PORTASFRONTAIS NACOMARFIMMARTINUCCI MARTINUCCI ARMARIO BAIXO"
"GAVETEIRO VOLANTE EM MADEIRA,COM 04 GAVETAS,COR MARFIM. GAVETEIROVOLANTEEMMADEIRA COM04GAVETAS CORMARFIM_MARTINUCCI MARTINUCCI GAVETEIRO VOLANTE"
"GAVETEIRO VOLANTE,COM 3 GAVETAS, EM MADEIRA NA COM MARFIM GAVETEIROVOLANTE COM3GAVETAS EMMADEIRANACOMMARFIMMETALLINEA METALLINEA GAVETEIRO VOLANTE"
MESA COMUM MESACOMUMMETALLINEA METALLINEA MESA COMUM
"ARMARIO BAIXO COM 02 PORTAS FRONTAIS, NA COR MARFIM ARMARIOBAIXOCOM02PORTASFRONTAIS NACORMARFIMMARTINUCCI MARTINUCCI ARMARIO BAIXO"
"GAVETEIRO C/ 4 GAVETAS, MADEIRA, 0,45X0,50X0,60, MARFIM GAVETEIROC__4GAVETAS MADEIRA 0 45X0 50X0 60 MARFIMITALIAOFFICE ITALIA OFFICE GAVETEIRO VOLANTE"
"ARMARIO BAIXO, MADEIRA, 0,80X0,45X0,75, MARFIM, PRATELEIRA ARMARIOBAIXO MADEIRA 0 80X0 45X0 75 MARFIM PRATELEIRAITALIAOFFICE ITALIA OFFICE ARMARIO BAIXO"
"ESTEIRA ELET. DIM:207X90X162,PESO:145 KG, 2 HP TRIFASICO. ESTEIRAELET_DIM:207X90X162 PESO:145KG 2HPTRIFASICO_PHYSICUS_PHE167_ PHYSICUS(PHE167) DISPLAY LCD,CONT.BAT.CARDIACO"
"MAQ.P/MUSCULOS DAS COSTAS,1,0X1,14X2,02,PESO:60KG. MAQ_P__MUSCULOSDASCOSTAS 1 0X1 14X2 02 PESO:60KG_PHYSICUS_PHA18_ PHYSICUS(PHA18) REMADA CAVALO-TIPO ANILHAS"
"MAQ.EXTENSORA ,MIN 70KG CARGA,1,12X1,15X1,28(ALC),PESO 110KG MAQ_EXTENSORA MIN70KGCARGA 1 12X1 15X1 28_ALC_ PESO110KGPHYSICUS_PHA23_ PHYSICUS(PHA23) MINIMO 70KG DE CARGA."
"MAQ.FLEXORA,MIN 50KG CARGA,1,13X1,10X1,90(ALC),PESO:110KG. MAQ_FLEXORA MIN50KGCARGA 1 13X1 10X1 90_ALC_ PESO:110KG_PHYSICUS_PHA220 PHYSICUS(PHA220 MINIMO 50KG DE CARGA."
"CROSS OVER CARGA 103KG/LADO DIM:2,04X1,0X3,45(ALC),430KG CROSSOVERCARGA103KG__LADODIM:2 04X1 0X3 45_ALC_ 430KGPHYSICUS_PHV04_ PHYSICUS(PHV04) "
"BANQUETA REGULAVEL,1,30X0,47X0,98(ALC),PESO:43KG. BANQUETAREGULAVEL 1 30X0 47X0 98_ALC_ PESO:43KG_PHYSICUS_PHA17_ PHYSICUS(PHA17) "
"PEITORAL DORSAL,1,88X1,20X1,36(ALC),CARGA 105KG,PESO 162KG. PEITORALDORSAL 1 88X1 20X1 36_ALC_ CARGA105KG PESO162KG_PHYSICUS_PHA35_ PHYSICUS(PHA35) "
"ESTANTE P/DUMBELLS,CHAPA ACO,DIM:0,72X0,76X1,99ALC,PESO 70KG ESTANTEP__DUMBELLS CHAPAACO DIM:0 72X0 76X1 99ALC PESO70KGPHYSICUS_PHA45_ PHYSICUS(PHA45) "
"ESTANTE P/DUMBELLS,CHAPA DE ACO,DIM:0,72X0,76X1,99,PESO 70KG ESTANTEP__DUMBELLS CHAPADEACO DIM:0 72X0 76X1 99 PESO70KGPHYSICUS_PHA45_ PHYSICUS(PHA45) "
"ESTANTE P/ANILHAS,CHAPA DE ACO,DIM:1,06X1,12X0,53,PESO 48KG ESTANTEP__ANILHAS CHAPADEACO DIM:1 06X1 12X0 53 PESO48KGPHYSICUS_PHA04_ PHYSICUS(PHA04) "
"BARRA H,SEM PRESILHAS,INOX,P/TRICEPS E BICEPS,CROMADA. BARRAH SEMPRESILHAS INOX P__TRICEPSEBICEPS CROMADA_PHYSICUS_PHB05_ PHYSICUS(PHB05) "
"PUXADOR P/TRICEPS EM CORDA-VIP-,INOX,CORDA PADRAO. PUXADORP__TRICEPSEMCORDA-VIP- INOX CORDAPADRAO_PHYSICUS_PHB44_ PHYSICUS(PHB44) "
"SUPORTE P/AGACHAMENTO(TIPO ANILHAS),C/SAPATAS DE BORRACHA. SUPORTEP__AGACHAMENTO_TIPOANILHAS_ C__SAPATASDEBORRACHA_PHYSICUS_PHA14_ PHYSICUS(PHA14) ESTRUTURA REFORADA."
MICROCOMPUTADOR MICROCOMPUTADOR PHILCO 
"MONITOR DE VIDEO COLOR 15"" LCD. MONITORDEVIDEOCOLOR15_LCD_ITAUTEC__PHILCO ITAUTEC/PHILCO L1550"
"MONITOR DE VIDEO, 15"" LCD MONITORDEVIDEO 15_LCDITAUTEC ITAUTEC TFT1560PSA"
DETECTOR DE METAIS MANUAL TIPO RAQUETE DETECTORDEMETAISMANUALTIPORAQUETEDETRONIX DETRONIX METTUSMN
ESTACAO DE TRABALHO BASICA C/TAMPO UNICO ESTACAODETRABALHOBASICAC__TAMPOUNICOBELLINEA BELLINEA 
"ESTACAO DE TRABALHO DE TAMPO UNICO,PES TIPO PAINEL LATERAL ESTACAODETRABALHODETAMPOUNICO PESTIPOPAINELLATERALBELLINEA BELLINEA "
"MONITOR LCD 17"" MPRII MONITORLCD17_MPRIIHP HP HP S7502"
"DESKTOP HP-AMD ATHLON 64-DUAL CORE, MEM.2GB, HD 160GB DESKTOPHP-AMDATHLON64-DUALCORE MEM_2GB HD160GBHP HP HP COMPAC-DC5750"
APARELHO TELEFONICO SOUNDPOINT IP 430 APARELHOTELEFONICOSOUNDPOINTIP430POLYCOM POLYCOM IP430 SIP
"TELEVISOR DE 26], CONTROLE REMOTO, 220 VOLTS TELEVISORDE26] CONTROLEREMOTO 220VOLTSSEMPTOSHIBA SEMP TOSHIBA LC2643W"
"FRAGMENTADORA DE PAPEL, COMIX, 110VOLTS FRAGMENTADORADEPAPEL COMIX 110VOLTSCOMIX COMIX S620"
"NOTEBOOK HP, 2GB RAM,320GB HD, LCD 13,3],WEBCAM INT.2MP NOTEBOOKHP 2GBRAM 320GBHD LCD13 3] WEBCAMINT_2MPHP HP 4320S"
NOTEBOOK  NOTEBOOK HP 
BARRACA BARRACA SEM MARCA 
"FUZIL DE ASSALTO COLT M16 E SIMILARES 5,56MM FUZILCOLTM-16-A2LIGHTMACHINEGUMCOLT COLT M16 A2"
FACA JUNGLE KING 11 SURVIVAL FACAJUNGLEKING11SURVIVALAITOR AITOR JUNGLE KING II
BARRA 180CM VT 39 LP-P BARRA180CMVT39LP-P SEM MARCA 
BARRA 150CM VT 39 LP-P BARRA150CMVT39LP-P SEM MARCA 
BARRA W VT 44 LP-P BARRAWVT44LP-P SEM MARCA 
PAR BARRINHA 40CM VT 43LP PARBARRINHA40CMVT43LP SEM MARCA 
ANILHA DE  1K. ANILHADE1K_ SEM MARCA 
ANILHA DE 02K. ANILHADE02K_ SEM MARCA 
ANILHA DE 03K. ANILHADE03K_ SEM MARCA 
ANILHA DE 04K. ANILHADE04K_ SEM MARCA 
ANILHA DE 10K. ANILHADE10K_ SEM MARCA 
"BARRA CROMADA COM 1,80CM BARRACROMADACOM1 80CMVITALLY VITALLY BARRA"
BARRA W CROMADA BARRAWCROMADAVITALLY VITALLY BARRA
APARELHO DE TREINAMENTO FISICO (ABDOMINNAIS) APARELHODETREINAMENTOFISICO_ABDOMINNAIS_VITALLY VITALLY 
"APARELHO DE ALONGAMENTO, ( BARRA CROMADA DE 40CM ) APARELHODEALONGAMENTO _BARRACROMADADE40CM_EQUILIBRIO EQUILIBRIO BARRA TRANSDORSAL"
PISTOLA GLOCK G17 9MM PISTOLAC__MIRATRITIUM 03CARREGADORESEACESSORIOSGLOCK GLOCK G17
"MATERIAL FERRO, ACABAMENTO SUPERFICIAL PINTURA, COR PRETA MATERIALFERRO ACABAMENTOSUPERFICIALPINTURA CORPRETAEMBREEX EMBREEX 360"
"CAPACETE BALISTICO, TAMANHO MEDIO, COR PRETA CAPACETEBALISTICO TAMANHOMEDIO CORPRETAINBRA-TEXTIL INBRA-TEXTIL CAPACETE BALISTICO NIVEL IIIA"
PISTOLA GLOCK G17 9MM PISTOLAC__MIRATRITIUM 02CARREGADORESEACESSORIOSGLOCK GLOCK G17
PISTOLA GLOCK G19 9MM PISTOLAC__MIRATRITIUM 02CARREGADORESEACESSORIOSGLOCK GLOCK G19
PISTOLA GLOCK G26 9MM PISTOLAC__MIRATRITIUM 02CARREGADORESEACESSORIOSGLOCK GLOCK G26
MONITOR DE VIDEO LCD FLAT PANEL 17] MONITORDEVIDEOLCDFLATPANEL17]DELL DELL 
TRANSMISSOR AUDIO GSM TRANSMISSORAUDIOGSMGTS GTS AGT020
MICRO TRANSM. DIG. CRIPTOGRAFADO E C/ CONTROLE REMOTO MICROTRANSM_DIG_CRIPTOGRAFADOEC__CONTROLEREMOTOGTS GTS AT160
MICRO TRANSMISSOR DIGITAL MICROTRANSMISSORDIGITALGTS GTS AT180
MICRO TRANSMISSOR DIGITAL C/ CONTROLE REMOTO MICROTRANSMISSORDIGITALC__CONTROLEREMOTOGTS GTS AT210
MICRO TRANSMISSOR ANALOGICO AUTONOMO MICROTRANSMISSORANALOGICOAUTONOMOGTS GTS AT280
MICRO TRANSMISSOR ANALOGICO MICROTRANSMISSORANALOGICOGTS GTS AT310
"REPETIDORA VHF, UHF, P/ AT 310 REPETIDORAVHF UHF P__AT310GTS GTS AT310R"
MICRO GRAVADOR ESTEREO DE BOLSO MICROGRAVADORESTEREODEBOLSOGTS GTS DAR040
POCKET DIGITAL GRAVADOR DE VOZ POCKETDIGITALGRAVADORDEVOZGTS GTS DAR050
MICRO GRAVADOR AUDIO VIDEO AUTONOMO MICROGRAVADORAUDIOVIDEOAUTONOMOGTS GTS DAVR010
MICRO GRAVADOR AUDIO VIDEO AUTONOMO ROBUSTECIDO MICROGRAVADORAUDIOVIDEOAUTONOMOROBUSTECIDOGTS GTS DAVR100
MICRO GRAVADOR AUDIO VIDEO TIPO CHAVEIRO MICROGRAVADORAUDIOVIDEOTIPOCHAVEIROGTS GTS DAVR120
MODULO DE RASTREAMENTO GPS MODULODERASTREAMENTOGPSGTS GTS MP010
KIT SISTEMA DE TELEMETRIA VIDEO (PALM OU NTSC) KITSISTEMADETELEMETRIAVIDEO_PALMOUNTSC_GTS GTS MV100
CAMERA COMPACTA C/ OBJETIVA INTERCAMBIAVEL CAMERACOMPACTAC__OBJETIVAINTERCAMBIAVELGTS GTS VC060
CAMERAGRANDE RESOLUCAO P/ INTEGRACAO CAMERAGRANDERESOLUCAOP__INTEGRACAOGTS GTS VC070
MALETA DE TRANSPORTE ROBUSTECIDA MALETADETRANSPORTEROBUSTECIDASTORNCASE STORN CASE IM2750
RENAULT MASTER VEICULOP__TRANSPORTEDEPASSAGEIROS BRANCO 16PASSAGEIROSRENAULT RENAULT MASTER BUS 16 DCI
RADIO HT TPH600 TRANSCEPTORPORTATILTPH600EADS__TELECOM EADS/TELECOM HT8381
CAMERA FOTOGRAFICA COM CABOS E BOLSA CAMERAFOTOGRAFICACOMCABOSEBOLSASAMSUNG SAMSUNG S-760
CAMERA FOTOGRAFICA SAMSUNG CAMERAFOTOGRAFICA SAMSUNG S-760
RADIO TRANSCEPTOR RADIOTRANSCEPTORYAESU YAESU FT-7800R
"BINOCULO CURTO ALCANCE 8X25,RESISTENTE A AGUA BINOCULOCURTOALCANCE8X25 RESISTENTEAAGUATASCO TASCO 8X25 SIERRA"
"BINOCULO LONGO ALCANCE 25X100, RESISTENTE A AGUA BINOCULOLONGOALCANCE25X100 RESISTENTEAAGUACELESTRO CELESTRO SKYMASTER 25X100"
SWITCH SWITCH3COM 3COM 24 PORTAS 32GBPS
"SWITCHES GIGABITEETERNET 48 PORTAS, MEDIO PORTE SWITCHESGIGABITEETERNET48PORTAS MEDIOPORTE3COM 3COM 3BRBC8G593"
BEBEDOURO DE GARRAFAO BEBEDOURODEGARRAFAOIBBL IBBL 
BEBEDOURO ELETRICO DE PRESSAO BEBEDOUROELETRICODEPRESSAOIBBL IBBL 
"AR CONDICIONADO, CAPACIDADE 12.000 BTU, 220V ARCONDICIONADO CAPACIDADE12_000BTU 220VGREEN GREEN WINDOW - GJ12-22L"
"AR CONDICIONADO, CAPACIDADE 12.000 BTU, 220V ARCONDICIONADO CAPACIDADE12_000BTU 220VGREEN GREE WINDOW - GJ12-22L"
"MONITOR LCD 17"" MPRII MONITORLCD17_MPRIIHP HP S7502"
"IMPRESSORA LASER MONOCROMATICA, 110/220 VOLTS IMPRESSORALASERMONOCROMATICA 110__220VOLTSXEROX XEROX PHASER 3428DN"
"SCANER DE MESA, POLICROMATICO SCANERDEMESA POLICROMATICOHP HP SCANJET 5590"
"MONITOR 19´ LCD, COLORIDO. MONITOR19LCD COLORIDO_HP HP HP COMPAQ A1905WG"
"UNIDADE PROCESSADORA DIGITAL, TIPO DESKTOP UNIDADEPROCESSADORADIGITAL TIPODESKTOPHP HP HP COMPAQ 6005 PRO SMAL FORM"
"UNIDADE PROCESSADORA DIGITAL, TIPO DESKTOP. UNIDADEPROCESSADORADIGITAL TIPODESKTOP_HP HP HP COMPAQ 6005 PRO"
"MONITOR 18.5´ LCD, WIDESCREEN MONITOR18_5LCD WIDESCREENHP HP HPW17E"
PISTOLA GLOCK G26 9MM PISTOLACOMMIRATRITIUM_GLOCK GLOCK G26
GRUPO GERADOR  GRUPOGERADOR WEG 360 KVA WEG
"GERADOR A GASOLINA, 6KVA MONOFASICO, 220V, 3600 RPM GERADORAGASOLINA 6KVAMONOFASICO 220V 3600RPMTOYAMA TOYAMA TG130FGX1"
CARREGADOR PORTATIL DE BATERIA HR 8085 P/P-200-2200VOLTS  CARREGADORPORTATILDEBATERIAHR8085P__P-200-2200VOLTSEADS EADS HR 8085
CARREGADOR PORTATIL DE BATERIA HR 8085 P/P-200-2200VOLTS EADS CARREGADORPORTATILDEBATERIAHR8085P__P-200-2200VOLTSEADS EADS HR 8085
MINIPORT RECEIVER COM ACESSORIOS MINIPORTRECEIVERCOMACESSORIOS SEM MARCA EB200
"MICROCOMPUTADOR DE PERFIL AVANCADO THINKCENTRE M58P MICROCOMPUTADORDEPERFILAVANCADOTHINKCENTREM58PLENOVO LENEVO, LENOVO M58P"
MICROCOMPUTADOR  MICROCOMPUTADOR LENOVO M58P
MONITOR COM COMPUTADOR MONITORCOMCOMPUTADOR LENOVO M58P
MICROCOMPUTADOR DE PERFIL AVANCADO THINKCENTRE M58P MICROCOMPUTADORDEPERFILAVANCADOTHINKCENTREM58PLENOVO LENOVO M58P
MONITOR LENOVO MONITORLENOVO LENOVO M58P
"MICROCOMPUTADOR DE PERFIL AVANCADO THINKCENTRE M58P, COM MONITOR MICROCOMPUTADORDEPERFILAVANCADOTHINKCENTREM58PLENOVO LENOVO M58P"
