DELEAQ SALA 33 - CHEFIA
SELOG SALA 103 - CHEFIA
DELECOR SALA 123 CHEFIA
15
NID SALA 01A RFH
DMA SALA 127
SELOG COPA - SUBSOLO
NUMAT SALA DESFAZIMENTO CONTÊINER
SELOG SALA CORREDORES/COPA SUBSOLO /RECEPÇÃO TERREO
SELOG SALA MANUTENÇÃO PREDIAL
SETEC SALA 334
FICCO SALA BASE RIO VERDE
DPF/ANS SALA 101-GAB
NUMAT SALA ARQUIVO/DEPÓSITO
GAB SALA 303-GAB-RECEP-SEC-CS
NUMAT SALA RECOLHIDO
DRE/ANÁLISE
FICCO SALA 205
DPF/JTI GABINETE 03
INF
DRE SALA 238
B*
DELESP SALA 35
DELESP SALA 37
DELECOR SALA 119
NO/ANS SALA 114A GTA
GAT -ARMAMENTOS & COLETES BALÍSTICO
SIP SALA 208
NO/ANS SALA 114 NÚCLEO DE OPERAÇÕES
DREX SALA GPI
1187 GRCC 1º ANDAR SALA 113
DPF/JTI UIP
COR SALA 319
DELECOR SALA 212
DRE SALA BASE
NUPROC/ANS SALA 103 CHEFIA
NPA/ANS SALA 4 E 5-ESTRANGEIRO
NUMAT BENS ALOCAR
NO/ANS SALA-PLANTÃO
SELOG SALA  FUNCIONÁRIOS SUBSOLO
DELECOR SALA 120
DELEAQ SALA 34
NUPROC/JTI CARTORIO 01
DPF/ANS SALA 06 GABINETE 03
NUPROC/ANS SALA 116
DPF/ANS SALA 106 CONVIVÊNCIA
DPF/ANS SALA 113 FLAGRANTE
DPF/ANS SALA 105 GABINETE 2
SIP SALA 206
NO/DREX SALA 04
NAD/ANS SALA 102 NAD
SETEC SALA 340
Sem localidade
NAD/ANS SALA 101 SECRETARIA
NO/ANS SALA 109 NÚCLEO DE ANÁLISE
NPA/ANS SALA 10 SINARM QUÍMICOS DELESP
NO/ANS SALA 115 GPI
SELOG SALA 202 - GTED
DMA SALA 125
NUMAT SALA 107 - CHEFIA
DELEFAZ SALA 236
NUPROC SALA 10
DELECIBER SALA 110
NO/DREX SALA PLANTÃO
NUPROC SALA 05 CHEFIA
NO/DREX SALA 07 CHEFIA
DELEAR SALA 30
SELOG SALA 31B PROTOCOLO
NPA/ANS SALA-PASSAPORTE
NO/JTI NUCLEO DE OPERACOES
VAZIO
NTI SALA  SUP TECNICO SUBSOLO
"NO/JTI RESERVA DE ARMAMENTO, ACESSÓRIOS E MUNIÇÕES"
DEPOSITO
NUPROC/JTI CARTORIO 03
DPF/JTI GABINETE 04
NUPROC/JTI CARTORIO 02
NO/JTI ANÁLISE
NPA/JTI UARM
DPF/JTI SECRETARIA/GAB
NPA/JTI DELESP/QUIMICOS COMISSAO 2
DPF/JTI RECEPÇÃO
DELINST SALA 108
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> CORREDOR
SGP SALA 304
DPF/JTI GABINETE 01
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 15 NO
COR SALA CORREDOR
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM JATAI/GO -> SALA 010-AUTOMACAO
NO/ANS SALA GTA
RADIOS 
NID SALA 01
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 004 CHEFIA CARTORIO
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 14 NUMIG
*** MIGRACAO (SR/DPF/GO) -> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 007 CARTORIO 3
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 006 CARTORIO 2
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 008 SINARM/QUIMICOS
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 002 GABINETE 2
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 001 GABINETE 1
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> COPA/COZINHA
DPF/ANS VESTUARIO M&F
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 003 GABINETE 3
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 13 SALA DOS AGENTES
DELEMIG SALA AEROPORTO
*** MIGRACAO (SR/DPF/GO)-> NUCLEO DE TELECOMUNICACOES E INFORMATICA -> DEPOSITO/SUBSOLO SALA 14
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> SALA 009 DELESP
*** MIGRACAO (SR/DPF/GO)-> DELEGACIA DE POLICIA FEDERAL EM ANAPOLIS -> NID
DELEAQ SALA 32
DPF/ANS SALA 110 SUBSOLO-AUTOMAÇÃO
NUCOR SALA 317
DELEPAT SALA 203
DELEFAZ SALA 225 NO
DELEFAZ SALA 227
SELOG SALA LIMPEZA SOBSOLO
GAB SALA SERVIÇO DE SAUDE
SETEC SALA DEPÓSITO-TÉRREO
SETEC SALA 331
NID SALA 03A
DRE SALA 233 CHEFIA
DELESP SALA 45
DELEMIG SALA 40
X
NUPROC DEPÓSITO SUBSOLO
NTI SALA 310
DELECOR SALA 117
DELEFAZ SALA 229
DELEFAZ SALA 224 CHEFIA
DELEFAZ SALA 232
SELOG SALA DEPOSITO UTRAN
.
DELEMIG SALA 38 CHEFIA
DREX SALA 203
NO/DREX SALA 12
DELEFAZ SALA 226
NEOF SALA 105 CHEFIA
SELOG SALA UTRAN
NUDIS SALA 313
DELESP SALA 39
NTI SALA 306 CHEFIA
DELEFAZ SALA 230
SELOG SALA DE CONVIVÊNCIA
GAB SALA 016 AUDITÓRIO
DPF/ANS SALA 11 AUDITORIO
DELEPAT SALA CHEFIA
DELEFAZ SALA 234
DREX SALA 201 CHEFIA
NUDIS SALA 307
DELEFAZ SALA 231
NUDIS SALA 315
DELECOR SALA 126
DELEPREV SALA 122
NPA/JTI UMIG COMISSAO 1
DPF/JTI GABINETE 02
SELOG SALA GUARITA
SIP SALA 204 CHEFIA
DELEPAT SALA 201
DELINST SALA 114
DRPJ SALA SECRETARIA
DMA SALA 121-CHEFIA
DELINST SALA 112
MANUTENÇÃO PREDIAL
DELEPREV SALA 124
DELECOR SALA 124
DRPJ SALA CHEFIA
DELESP SALA 43 - CHEFIA
SELOG SALA 104-GESCON
NUCOR SALA 311
SELOG SALA 101
DELECIBER SALA 113 CHEFIA
DELECIBER SALA 106
DELEFAZ SALA 228
DELEMIG SALA PEP SHOPPING BOUGAINVILLE
NID SALA 03
DELINST SALA 109
FICCO SALA 210 CHEFIA
DMA SALA 123
NO/DREX SALA 06
DELEMIG SALA 36
DELEMIG SALA 41
*** MIGRACAO (SR/DPF/GO)-> DELINST -> SALA 108 NO/DELINST
DELEMIG SALA 31B
DELEFAZ SALA CORREDOR
SELOG SALA ACADEMIA
COR SALA 309 CHEFIA
SIP SALA 214
DELESP SALA 47
*** MIGRACAO (SR/DPF/GO)-> NUCLEO ADMINISTRATIVO -> RECOLHIDO/BENS
*** MIGRACAO (SR/DPF/GO)-> DELEMIG -> BENS NAO LOCALIZADOS
NTI SALAS TECNICAS 1º 2º 3º PISO -TERREO
SETEC SALA 328
SETEC SALA 329
COR SALA 321
SETEC SALA 326
NPA/JTI UPAS
NAD/JTI ANEXO PREDIO
SETEC SALA 322
SETEC SALA CORREDOR
RECEPÇÃO GABINETE DO SUPERINTENDENTE
DELEAQ CORREDOR
DELEPREV
SETEC SALA 333 -
SETEC SALA 325
SETEC SALA 336
GRFIN/DRCOR
GRCC/DRCOR/GO
NUCLEO DE ANALISE
AS
TY
NO/DREX
GFEL/GRCC
V#
1630 SALA 307- CPD/COR COMISSÃO PERMANENTE DISCIPLINAR
DPF/JTI SALA DE AUTOMAÇÃO
SETEC SALA 324-CHEFIA
SR-GO SALA UCI
SETEC SALA 327
SETEC SALA 332
DPF/ANS SALA 104 GABINETE 01
DELINST SALA 111 CHEFIA
NTI SALA SEGURANÇA/GO
DPF/JTI AUDITORIO
NTI SALA CORREDOR
NPA/ANS SHOPPING/PASSAPORTE
^
MATERIAIS ADQURIDOS COM SUPRIMENTO DE FUNDO
MN
CA
SELOG  VEÍCULOS RECOLHIDOS SENADOR CANEDO
SELOG SALA VEICULOS
*** MIGRACAO (SR/DPF/GO) -> SEDE NOVA
GTA/ANS
NUCLEO DE ARMAS DPF/JTI
DPF/ANS SALA 01-TRANSPORTE
**
DPF/JTI TRANSPORTE
SETEC SALA 330
SETEC SALA 338
DPF/JTI ACADEMIA
GRFIN/DRCOR/GO
BENS A DISTRIBUIR
DPF/ANS SALA 08 COPA
1635. NUMAT ULTRABOOK
DEP ARMAS TÉRREO CUSTÓDIA
DELEMIG SALA PEP BUENA VISTA
SELOG RECOLHIMENTO UTRAN
DPF/ANS SALA 111 REUNIÃO
DPF/JTI PEP RIO VERDE
DPF/ANS SALA 07 ACADEMIA
SECRETARIA/PROTOCOLO
DPF/ANS SALA 112 UNIDADE DE IDENTIFICAÇÃO
117
NAD/JTI BENS A DISTRIBUIR
NAD/ANS BENS A DISTRIBUIR
NUPROC/JTI DEPÓSITO APREENDIDOS
DPF/JTI COPA
SECRETARIA E COMUNICAÇÃO SOCIAL GABINETE SUPERINTENDENTE
GAB SALA CONFORMIDADE/CONFREG
PLANTÃO DPF/JTI
GRCC
NAD/JTI ALMOXARIFADO
ND/COR/SR/PF/GO
